-1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 10.000000 
1 -0.006653 0.999978 0.000000 0.000000 0.000000 0.000000 1.000000 
2 0.255084 0.966919 0.000000 0.000000 0.000000 0.000000 1.000000 
3 0.931907 -0.362697 0.000000 0.000000 0.000000 0.000000 1.000000 
4 -0.883900 0.467677 0.000000 0.000000 0.000000 0.000000 1.000000 
5 -0.793582 0.608463 0.000000 0.000000 0.000000 0.000000 1.000000 
6 -0.739904 0.672712 0.000000 0.000000 0.000000 0.000000 1.000000 
7 0.114539 0.993419 0.000000 0.000000 0.000000 0.000000 1.000000 
8 -0.975161 -0.221498 0.000000 0.000000 0.000000 0.000000 1.000000 
9 -0.978309 -0.207152 0.000000 0.000000 0.000000 0.000000 1.000000 
10 0.651591 -0.758570 0.000000 0.000000 0.000000 0.000000 1.000000 
11 0.972171 -0.234271 0.000000 0.000000 0.000000 0.000000 1.000000 
12 -0.399559 0.916708 0.000000 0.000000 0.000000 0.000000 1.000000 
13 -0.087980 -0.996122 0.000000 0.000000 0.000000 0.000000 1.000000 
14 -0.563800 -0.825911 0.000000 0.000000 0.000000 0.000000 1.000000 
15 0.950493 0.310747 0.000000 0.000000 0.000000 0.000000 1.000000 
16 -0.958173 0.286191 0.000000 0.000000 0.000000 0.000000 1.000000 
17 0.347343 -0.937738 0.000000 0.000000 0.000000 0.000000 1.000000 
18 -0.558023 -0.829826 0.000000 0.000000 0.000000 0.000000 1.000000 
19 0.378912 -0.925433 0.000000 0.000000 0.000000 0.000000 1.000000 
20 0.481078 -0.876678 0.000000 0.000000 0.000000 0.000000 1.000000 
21 0.878753 0.477276 0.000000 0.000000 0.000000 0.000000 1.000000 
22 0.281747 0.959489 0.000000 0.000000 0.000000 0.000000 1.000000 
23 -0.424562 -0.905399 0.000000 0.000000 0.000000 0.000000 1.000000 
24 -0.578142 -0.815936 0.000000 0.000000 0.000000 0.000000 1.000000 
25 0.989085 -0.147348 0.000000 0.000000 0.000000 0.000000 1.000000 
26 0.860502 0.509446 0.000000 0.000000 0.000000 0.000000 1.000000 
27 0.285784 0.958294 0.000000 0.000000 0.000000 0.000000 1.000000 
28 0.116016 0.993247 0.000000 0.000000 0.000000 0.000000 1.000000 
29 0.995987 0.089497 0.000000 0.000000 0.000000 0.000000 1.000000 
30 0.553855 0.832613 0.000000 0.000000 0.000000 0.000000 1.000000 
31 0.996114 0.088074 0.000000 0.000000 0.000000 0.000000 1.000000 
32 -0.285452 -0.958393 0.000000 0.000000 0.000000 0.000000 1.000000 
33 0.846646 0.532157 0.000000 0.000000 0.000000 0.000000 1.000000 
34 -0.901332 -0.433128 0.000000 0.000000 0.000000 0.000000 1.000000 
35 0.964328 -0.264709 0.000000 0.000000 0.000000 0.000000 1.000000 
36 -0.224821 0.974400 0.000000 0.000000 0.000000 0.000000 1.000000 
37 0.619482 0.785011 0.000000 0.000000 0.000000 0.000000 1.000000 
38 0.456101 -0.889928 0.000000 0.000000 0.000000 0.000000 1.000000 
39 0.624245 -0.781228 0.000000 0.000000 0.000000 0.000000 1.000000 
40 -0.588998 0.808135 0.000000 0.000000 0.000000 0.000000 1.000000 
41 -0.024997 0.999688 0.000000 0.000000 0.000000 0.000000 1.000000 
42 -0.224887 0.974385 0.000000 0.000000 0.000000 0.000000 1.000000 
43 0.466205 -0.884677 0.000000 0.000000 0.000000 0.000000 1.000000 
44 -0.947675 -0.319235 0.000000 0.000000 0.000000 0.000000 1.000000 
